common_name,official,common,language_code
Marshall Islands,Marshall-szigetek,Marshall-szigetek,hun
Marshall Islands,Repubblica delle Isole Marshall,Isole Marshall,ita
Marshall Islands,マーシャル諸島共和国,マーシャル諸島,jpn
Marshall Islands,마셜 제도 공화국,마셜 제도,kor
Marshall Islands,Republiek van de Marshall-eilanden,Marshalleilanden,nld
Marshall Islands,جمهوری جزایر مارشال,جزایر مارشال,per
Marshall Islands,Republika Wysp Marshalla,Wyspy Marshalla,pol
Marshall Islands,República das Ilhas Marshall,Ilhas Marshall,por
Marshall Islands,Республика Маршалловы острова,Маршалловы Острова,rus
Marshall Islands,Republika Marshallových ostrovov,Marshallove ostrovy,slk
Marshall Islands,República de las Islas Marshall,Islas Marshall,spa
Marshall Islands,Република Маршалска Острва,Маршалска Острва,srp
Marshall Islands,Republiken Marshallöarna,Marshallöarna,swe
Marshall Islands,Marshall Adaları Cumhuriyeti,Marshall Adaları,tur
Marshall Islands,جمہوریہ جزائر مارشل,جزائر مارشل,urd
Marshall Islands,马绍尔群岛共和国,马绍尔群岛,zho
Bouvet Island,جزر بوفيه,جزر بوفيه,ara
Bouvet Island,Enez Bouvet,Enez Bouvet,bre
Bouvet Island,Bouvetův ostrov,Bouvetův ostrov,ces
Bouvet Island,Bouvet Island,Bouvet Island,cym
Bouvet Island,Bouvetinsel,Bouvetinsel,deu
Bouvet Island,Bouvet’ saar,Bouvet’ saar,est
Bouvet Island,Bouvet'nsaari,Bouvet'nsaari,fin
Bouvet Island,Île Bouvet,Île Bouvet,fra
Bouvet Island,Bouvet Island,Otok Bouvet,hrv
Bouvet Island,Bouvet-sziget,Bouvet-sziget,hun
Bouvet Island,Isola Bouvet,Isola Bouvet,ita
Bouvet Island,ブーヴェ島,ブーベ島,jpn
Bouvet Island,부베 섬,부베 섬,kor
Bouvet Island,Bouvet Island,Bouveteiland,nld
Bouvet Island,جزیرهٔ بووه,جزیرهٔ بووه,per
Bouvet Island,Wyspa Bouveta,Wyspa Bouveta,pol
Bouvet Island,Ilha Bouvet,Ilha Bouvet,por
Bouvet Island,Остров Буве,Остров Буве,rus
Bouvet Island,Bouvetov ostrov,Bouvetov ostrov,slk
Bouvet Island,Isla Bouvet,Isla Bouvet,spa
Bouvet Island,Буве,Буве,srp
Bouvet Island,Bouvetön,Bouvetön,swe
Bouvet Island,Bouvet Adası,Bouvet Adası,tur
Bouvet Island,جزیرہ بووہ,جزیرہ بووہ,urd
Bouvet Island,布维岛,布维岛,zho
Latvia,جمهورية لاتفيا,لاتفيا,ara
Latvia,Republik Latvia,Latvia,bre
Latvia,Lotyšská republika,Lotyšsko,ces
Latvia,Republic of Latvia,Latvia,cym
Latvia,Republik Lettland,Lettland,deu
Latvia,Läti Vabariik,Läti,est
Latvia,Latvian tasavalta,Latvia,fin
Latvia,République de Lettonie,Lettonie,fra
Latvia,Republika Latvija,Latvija,hrv
Latvia,Lett Köztársaság,Lettország,hun
Latvia,Repubblica di Lettonia,Lettonia,ita
Latvia,ラトビア共和国,ラトビア,jpn
Latvia,라트비아 공화국,라트비아,kor
Latvia,Republiek Letland,Letland,nld
Latvia,جمهوری لتونی,لتونی,per
Latvia,Republika Łotewska,Łotwa,pol
Latvia,República da Letónia,Letónia,por
Latvia,Латвийская Республика,Латвия,rus
Latvia,Lotyšská republika,Lotyšsko,slk
Latvia,República de Letonia,Letonia,spa
Latvia,Летонска Република,Летонија,srp
Latvia,Republiken Lettland,Lettland,swe
Latvia,Letonya Cumhuriyeti,Letonya,tur
Latvia,جمہوریہ لٹویا,لٹویا,urd
Latvia,拉脱维亚共和国,拉脱维亚,zho
Hungary,الجمهورية المجرية,المجر,ara
Hungary,Hungaria,Hungaria,bre
Hungary,Maďarsko,Maďarsko,ces
Hungary,Hungary,Hungary,cym
Hungary,Ungarn,Ungarn,deu
Hungary,Ungari,Ungari,est
Hungary,Unkari,Unkari,fin
Hungary,Hongrie,Hongrie,fra
Hungary,Madžarska,Mađarska,hrv
Hungary,Magyarország,Magyarország,hun
Hungary,Ungheria,Ungheria,ita
Hungary,ハンガリー,ハンガリー,jpn
Hungary,헝가리,헝가리,kor
Hungary,Hongarije,Hongarije,nld
Hungary,مجارستان,مجارستان,per
Hungary,Węgry,Węgry,pol
Hungary,Hungria,Hungria,por
Hungary,Венгрия,Венгрия,rus
Hungary,Maďarsko,Maďarsko,slk
Hungary,Hungría,Hungría,spa
Hungary,Мађарска,Мађарска,srp
Hungary,Ungern,Ungern,swe
Hungary,Macaristan,Macaristan,tur
Hungary,مجارستان,مجارستان,urd
Hungary,匈牙利,匈牙利,zho
Åland Islands,جزر أولاند,جزر أولاند,ara
Åland Islands,Inizi Åland,Åland,bre
Åland Islands,Ålandské ostrovy,Ålandy,ces
Åland Islands,Åland Islands,Åland Islands,cym
Åland Islands,Åland-Inseln,Åland,deu
Åland Islands,Ahvenamaa maakond,Ahvenamaa,est
Åland Islands,Ahvenanmaan maakunta,Ahvenanmaa,fin
Åland Islands,Ahvenanmaa,Ahvenanmaa,fra
Åland Islands,Aland Islands,Ålandski otoci,hrv
Åland Islands,Åland-szigetek,Åland-szigetek,hun
Åland Islands,Isole Åland,Isole Aland,ita
Åland Islands,オーランド諸島,オーランド諸島,jpn
Åland Islands,올란드 제도,올란드 제도,kor
Åland Islands,Åland eilanden,Ålandeilanden,nld
Åland Islands,جزایر الند,جزایر الند,per
Åland Islands,Wyspy Alandzkie,Wyspy Alandzkie,pol
Åland Islands,Ilhas Åland,Alândia,por
Åland Islands,Аландские острова,Аландские острова,rus
Åland Islands,Alandské ostrovy,Alandy,slk
Åland Islands,Islas Åland,Alandia,spa
Åland Islands,Оландска Острва,Оландска Острва,srp
Åland Islands,Åland,Åland,swe
Åland Islands,Åland Adaları,Åland,tur
Åland Islands,جزائر اولند,جزائر اولند,urd
Åland Islands,奥兰群岛,奥兰群岛,zho
Bulgaria,جمهورية بلغاريا,بلغاريا,ara
Bulgaria,Republik Bulgaria,Bulgaria,bre
Bulgaria,Bulharská republika,Bulharsko,ces
Bulgaria,Gweriniaeth Bwlgaria,Bwlgaria,cym
Bulgaria,Republik Bulgarien,Bulgarien,deu
Bulgaria,Bulgaaria Vabariik,Bulgaaria,est
Bulgaria,Bulgarian tasavalta,Bulgaria,fin
Bulgaria,République de Bulgarie,Bulgarie,fra
Bulgaria,Republika Bugarska,Bugarska,hrv
Bulgaria,Bolgár Köztársaság,Bulgária,hun
Bulgaria,Repubblica di Bulgaria,Bulgaria,ita
Bulgaria,ブルガリア共和国,ブルガリア,jpn
Bulgaria,불가리아 공화국,불가리아,kor
Bulgaria,Republiek Bulgarije,Bulgarije,nld
Bulgaria,جمهوری بلغارستان,بلغارستان,per
Bulgaria,Republika Bułgarii,Bułgaria,pol
Bulgaria,República da Bulgária,Bulgária,por
Bulgaria,Республика Болгария,Болгария,rus
Bulgaria,Bulharská republika,Bulharsko,slk
Bulgaria,República de Bulgaria,Bulgaria,spa
Bulgaria,Република Бугарска,Бугарска,srp
Bulgaria,Republiken Bulgarien,Bulgarien,swe
Bulgaria,Bulgaristan Cumhuriyeti,Bulgaristan,tur
Bulgaria,جمہوریہ بلغاریہ,بلغاریہ,urd
Bulgaria,保加利亚共和国,保加利亚,zho
Seychelles,جمهورية سيشل,سيشل,ara
Seychelles,Republik Sechelez,Sechelez,bre
Seychelles,Seychelská republika,Seychely,ces
Seychelles,Republic of Seychelles,Seychelles,cym
Seychelles,Republik der Seychellen,Seychellen,deu
Seychelles,Seišelli Vabariik,Seišellid,est
Seychelles,Seychellien tasavalta,Seychellit,fin
Seychelles,République des Seychelles,Seychelles,fra
Seychelles,Republika Sejšeli,Sejšeli,hrv
Seychelles,Seychelle Köztársaság,Seychelle-szigetek,hun
Seychelles,Repubblica delle Seychelles,Seychelles,ita
Seychelles,セイシェル共和国,セーシェル,jpn
Seychelles,세이셸 공화국,세이셸,kor
Seychelles,Republiek der Seychellen,Seychellen,nld
Seychelles,جمهوری سیشل,سیشل,per
Seychelles,Republika Seszeli,Seszele,pol
Seychelles,República das Seychelles,Seicheles,por
Seychelles,Республика Сейшельские Острова,Сейшельские Острова,rus
Seychelles,Seychelská republika,Seychely,slk
Seychelles,República de las Seychelles,Seychelles,spa
Seychelles,Република Сејшели,Сејшели,srp
Seychelles,Republiken Seychellerna,Seychellerna,swe
Seychelles,Seyşeller Cumhuriyeti,Seyşeller,tur
Seychelles,جمہوریہ سیچیلیس,سیچیلیس,urd
Seychelles,塞舌尔共和国,塞舌尔,zho
Cameroon,جمهورية الكاميرون,الكاميرون,ara
Cameroon,Republik Kameroun,Kameroun,bre
Cameroon,Kamerunská republika,Kamerun,ces
Cameroon,Gweriniaeth Camerŵn,Camerŵn,cym
Cameroon,Republik Kamerun,Kamerun,deu
Cameroon,Kameruni Vabariik,Kamerun,est
Cameroon,Kamerunin tasavalta,Kamerun,fin
Cameroon,République du Cameroun,Cameroun,fra
Cameroon,Republika Kamerun,Kamerun,hrv
Cameroon,Kameruni Köztársaság,Kamerun,hun
Cameroon,Repubblica del Camerun,Camerun,ita
Cameroon,カメルーン共和国,カメルーン,jpn
Cameroon,카메룬 공화국,카메룬,kor
Cameroon,Republiek Kameroen,Kameroen,nld
Cameroon,جمهوری کامِرون,کامِرون,per
Cameroon,Republika Kamerunu,Kamerun,pol
Cameroon,República dos Camarões,Camarões,por
Cameroon,Республика Камерун,Камерун,rus
Cameroon,Kamerunská republika,Kamerun,slk
Cameroon,República de Camerún,Camerún,spa
Cameroon,Република Камерун,Камерун,srp
Cameroon,Republiken Kamerun,Kamerun,swe
Cameroon,Kamerun Cumhuriyeti,Kamerun,tur
Cameroon,جمہوریہ کیمرون,کیمرون,urd
Cameroon,喀麦隆共和国,喀麦隆,zho
Macau,منطقة ماكاو الإدارية التابعة لجمهورية الصين الشعبية,ماكاو,ara
Macau,Rannvro velestradurel arbennik Makao eus Republik pobl Sina,Makao,bre
Macau,Zvláštní správní oblast Čínské lidové republiky Macao,Macao,ces
Macau,Macao Special Administrative Region of the People's Republic of China,Macau,cym
Macau,Sonderverwaltungsregion Macau der Volksrepublik China,Macao,deu
Macau,Macau erihalduspiirkond,Macau,est
Macau,Macaon Kiinan kansantasavallan erityishallintoalue,Macao,fin
Macau,Région administrative spéciale de Macao de la République populaire de Chine,Macao,fra
Macau,Makao Posebnog upravnog područjaNarodne Republike Kine,Makao,hrv
Macau,Makaó,Makaó,hun
Macau,Macao Regione amministrativa speciale della Repubblica Popolare Cinese,Macao,ita
Macau,中華人民共和国マカオ特別行政区,マカオ,jpn
Macau,중화인민공화국 마카오 특별행정구,마카오,kor
Macau,Speciale Administratieve Regio Macau van de Volksrepubliek China,Macao,nld
Macau,ماکائو,ماکائو,per
Macau,Specjalny Region Administracyjny Chińskiej Republiki Ludowej Makau,Makau,pol
Macau,Macau Região Administrativa Especial da República Popular da China,Macau,por
Macau,Специальный административный район Макао Китайской Народной Республики Китай,Макао,rus
Macau,"Macao, Špeciàlna administratívna oblasŦ",Macao,slk
Macau,"Macao, Región Administrativa Especial de la República Popular China",Macao,spa
Macau,Макао специјална административна област Народне Републике Кине,Макао,srp
Macau,Macao,Macao,swe
Macau,Çin Halk Cumhuriyeti Makao Özel İdari Bölgesi,Makao,tur
Macau,مکاؤ عوامی جمہوریہ چین کا خصوصی انتظامی علاقہ,مکاؤ,urd
Mexico,الولايات المتحدة المكسيكية,المسكيك,ara
Mexico,Stadoù-Unanet Mec'hiko,Mec'hiko,bre
Mexico,Spojené státy mexické,Mexiko,ces
Mexico,United Mexican States,Mexico,cym
Mexico,Vereinigte Mexikanische Staaten,Mexiko,deu
Mexico,Mehhiko Ühendriigid,Mehhiko,est
Mexico,Meksikon yhdysvallat,Meksiko,fin
Mexico,États-Unis du Mexique,Mexique,fra
Mexico,Sjedinjene Meksičke Države,Meksiko,hrv
Mexico,Mexikói Egyesült Államok,Mexikó,hun
Mexico,Stati Uniti del Messico,Messico,ita
Mexico,メキシコ合衆国,メキシコ,jpn
Mexico,멕시코 합중국,멕시코,kor
Mexico,Verenigde Mexicaanse Staten,Mexico,nld
Mexico,ایالات متحد مکزیک,مکزیک,per
Mexico,Meksykańskie Stany Zjednoczone,Meksyk,pol
Mexico,Estados Unidos Mexicanos,México,por
Mexico,Мексиканские Соединённые Штаты,Мексика,rus
Mexico,Spojené štášy mexické,Mexiko,slk
Mexico,Estados Unidos Mexicanos,México,spa
Mexico,Сједињене Мексичке Државе,Мексико,srp
Mexico,Mexikos förenta stater,Mexiko,swe
Mexico,Birleşik Meksika Devletleri,Meksika,tur
Mexico,ریاستہائے متحدہ میکسیکو,میکسیکو,urd
Mexico,墨西哥合众国,墨西哥,zho
Brunei,بروناي دار السلام,بروناي,ara
Brunei,Stad Brunei Darussalam,Brunei,bre
Brunei,Sultanát Brunej,Brunej,ces
Brunei,Teyrnas Brwnei,Brunei,cym
Brunei,Sultanat Brunei Darussalam,Brunei,deu
Brunei,Brunei Darussalami Riik,Brunei,est
Brunei,Brunei Darussalamin valtio,Brunei,fin
Brunei,État de Brunei Darussalam,Brunei,fra
Brunei,"Nacija od Bruneja, Kuću Mira",Brunej,hrv
Brunei,Brunei Szultanátus,Brunei,hun
Brunei,"Nazione di Brunei, Dimora della Pace",Brunei,ita
Brunei,ブルネイ、平和の精舎の国家,ブルネイ・ダルサラーム,jpn
Brunei,브루나이 다루살람국,브루나이,kor
Brunei,"Natie van Brunei, de verblijfplaats van de Vrede",Brunei,nld
Brunei,برونئی سرای صلح,برونئی,per
Brunei,Państwo Brunei Darussalam,Brunei,pol
Brunei,"Nação do Brunei, Morada da Paz",Brunei,por
Brunei,"Нация Бруней, обитель мира",Бруней,rus
Brunei,Brunejský sultanât,Brunej,slk
Brunei,"Nación de Brunei, Morada de la Paz",Brunei,spa
Brunei,"Султанат Брунеј, боравиште мира",Брунеј,srp
Brunei,Brunei Darussalam,Brunei,swe
Brunei,Brunei Barış Ülkesi Devleti,Brunei,tur
Brunei,ریاستِ برونائی دارالسلام,برونائی,urd
Brunei,文莱和平之国,文莱,zho
Taiwan,جمهورية الصين (تايوان),تايوان,ara
Taiwan,Republik Sina (Taiwan),Taiwan,bre
Taiwan,Čínská republika,Tchaj-wan,ces
Taiwan,Republic of China (Taiwan),Taiwan,cym
Taiwan,Republik China (Taiwan),Taiwan,deu
Taiwan,Taiwani,Taiwan,est
Taiwan,Kiinan tasavalta,Taiwan,fin
Taiwan,République de Chine (Taïwan),Taïwan,fra
Taiwan,Republika Kina,Tajvan,hrv
Taiwan,Kínai Köztársaság,Tajvan,hun
Taiwan,Repubblica cinese (Taiwan),Taiwan,ita
Taiwan,中華民国,台湾,jpn
Taiwan,중화민국,대만,kor
Taiwan,Republiek China (Taiwan),Taiwan,nld
Taiwan,جمهوری چین,تایوان,per
Taiwan,Republika Chińska (Tajwan),Tajwan,pol
Taiwan,República da China,Ilha Formosa,por
Taiwan,Китайская Республика,Тайвань,rus
Taiwan,Čínska republika,Taiwan,slk
Taiwan,República de China en Taiwán,Taiwán,spa
Taiwan,Република Кина,Тајван,srp
Taiwan,Republiken Kina,Taiwan,swe
Taiwan,Çin Cumhuriyeti (Tayvan),Tayvan,tur
Taiwan,جمہوریہ چین (تائیوان),تائیوان,urd
Aruba,أروبا,أروبا,ara
Aruba,Aruba,Aruba,bre
Aruba,Aruba,Aruba,ces
Aruba,Aruba,Aruba,cym
Aruba,Aruba,Aruba,deu
Aruba,Aruba,Aruba,est
Aruba,Aruba,Aruba,fin
Aruba,Aruba,Aruba,fra
Aruba,Aruba,Aruba,hrv
Aruba,Aruba,Aruba,hun
Aruba,Aruba,Aruba,ita
Aruba,アルバ,アルバ,jpn
Aruba,아루바,아루바,kor
Aruba,Aruba,Aruba,nld
Aruba,آروبا,آروبا,per
Aruba,Aruba,Aruba,pol
Aruba,Aruba,Aruba,por
Aruba,Аруба,Аруба,rus
Aruba,Aruba,Aruba,slk
Aruba,Aruba,Aruba,spa
Aruba,Аруба,Аруба,srp
Aruba,Aruba,Aruba,swe
Aruba,Aruba,Aruba,tur
Aruba,اروبا,اروبا,urd
Aruba,阿鲁巴,阿鲁巴,zho
Trinidad and Tobago,جمهورية ترينيداد وتوباغو,ترينيداد وتوباغو,ara
Trinidad and Tobago,Republik Trinidad ha Tobago,Trinidad ha Tobago,bre
Trinidad and Tobago,Republika Trinidad a Tobago,Trinidad a Tobago,ces
Trinidad and Tobago,Republic of Trinidad and Tobago,Trinidad and Tobago,cym
Trinidad and Tobago,Republik Trinidad und Tobago,Trinidad und Tobago,deu
Trinidad and Tobago,Trinidadi ja Tobago Vabariik,Trinidad ja Tobago,est
Trinidad and Tobago,Trinidadin ja Tobagon tasavalta,Trinidad ja Tobago,fin
Trinidad and Tobago,République de Trinité-et-Tobago,Trinité-et-Tobago,fra
Trinidad and Tobago,Republika Trinidad i Tobago,Trinidad i Tobago,hrv
Trinidad and Tobago,Trinidad és Tobago Köztársaság,Trinidad és Tobago,hun
Trinidad and Tobago,Repubblica di Trinidad e Tobago,Trinidad e Tobago,ita
Trinidad and Tobago,トリニダード·トバゴ共和国,トリニダード・トバゴ,jpn
Trinidad and Tobago,트리니다드 토바고 공화국,트리니다드 토바고,kor
Trinidad and Tobago,Republiek Trinidad en Tobago,Trinidad en Tobago,nld
Trinidad and Tobago,جمهوری ترینیداد و توباگو,ترینیداد و توباگو,per
Trinidad and Tobago,Trynidad i Tobago,Trynidad i Tobago,pol
Trinidad and Tobago,República de Trinidad e Tobago,Trinidade e Tobago,por
Trinidad and Tobago,Республика Тринидад и Тобаго,Тринидад и Тобаго,rus
Trinidad and Tobago,Republika Trinidad a Tobaga,Trinidad a Tobago,slk
Trinidad and Tobago,República de Trinidad y Tobago,Trinidad y Tobago,spa
Trinidad and Tobago,Република Тринидад и Тобаго,Тринидад и Тобаго,srp
Trinidad and Tobago,Republiken Trinidad och Tobago,Trinidad och Tobago,swe
Trinidad and Tobago,Trinidad ve Tobago,Trinidad ve Tobago,tur
Trinidad and Tobago,جمہوریہ ٹرینیڈاڈ و ٹوباگو,ٹرینیڈاڈ و ٹوباگو,urd
Trinidad and Tobago,特立尼达和多巴哥共和国,特立尼达和多巴哥,zho
Vanuatu,جمهورية فانواتو,فانواتو,ara
Vanuatu,Republik Vanuatu,Vanuatu,bre
Vanuatu,Republika Vanuatu,Vanuatu,ces
Vanuatu,Republic of Vanuatu,Vanuatu,cym
Vanuatu,Vanuatu,Vanuatu,deu
Vanuatu,Vanuatu Vabariik,Vanuatu,est
Vanuatu,Vanuatun tasavalta,Vanuatu,fin
Vanuatu,République de Vanuatu,Vanuatu,fra
Vanuatu,Republika Vanuatu,Vanuatu,hrv
Vanuatu,Vanuatui Köztársaság,Vanuatu,hun
Vanuatu,Repubblica di Vanuatu,Vanuatu,ita
Vanuatu,バヌアツ共和国,バヌアツ,jpn
Vanuatu,바누아투 공화국,바누아투,kor
Vanuatu,Republiek Vanuatu,Vanuatu,nld
Vanuatu,جمهوری وانواتو,وانواتو,per
Vanuatu,Republika Vanuatu,Vanuatu,pol
Vanuatu,República de Vanuatu,Vanuatu,por
Vanuatu,Республика Вануату,Вануату,rus
Vanuatu,Vanuatská republika,Vanuatu,slk
Vanuatu,República de Vanuatu,Vanuatu,spa
Vanuatu,Република Вануату,Вануату,srp
Vanuatu,Republiken Vanuatu,Vanuatu,swe
Vanuatu,Vanuatu Cumhuriyeti,Vanuatu,tur
Vanuatu,جمہوریہ وانواتو,وانواتو,urd
Vanuatu,瓦努阿图共和国,瓦努阿图,zho
Algeria,الجمهورية الديمقراطية الشعبية الجزائرية,الجزائر,ara
Algeria,Republik Aljerian Demokratel ha Poblel,Aljeria,bre
Algeria,Alžírská demokratická a lidová republika,Alžírsko,ces
Algeria,Gweriniaeth Ddemocrataidd Pobl Algeria,Algeria,cym
Algeria,Demokratische Volksrepublik Algerien,Algerien,deu
Algeria,Alžeeria Demokraatlik Rahvavabariik,Alžeeria,est
Algeria,Algerian demokraattinen kansantasavalta,Algeria,fin
Algeria,République démocratique et populaire d'Algérie,Algérie,fra
Algeria,Narodna Demokratska Republika Alžir,Alžir,hrv
Algeria,Algériai Népi Demokratikus Köztársaság,Algéria,hun
Algeria,Repubblica popolare democratica di Algeria,Algeria,ita
Algeria,アルジェリア人民民主共和国,アルジェリア,jpn
Algeria,알제리 인민 민주 공화국,알제리,kor
Algeria,Democratische Volksrepubliek Algerije,Algerije,nld
Algeria,جمهوری دموکراتیک خلق الجزایر,الجزایر,per
Algeria,Algierska Republika Ludowo-Demokratyczna,Algieria,pol
Algeria,República Argelina Democrática e Popular,Argélia,por
Algeria,Народно-Демократическая Республика Алжир,Алжир,rus
Algeria,Alžírska demokratická ľudová republika,Alžírsko,slk
Algeria,República Argelina Democrática y Popular,Argelia,spa
Algeria,Народна Демократска Република Алжир,Алжир,srp
Algeria,Demokratiska folkrepubliken Algeriet,Algeriet,swe
Algeria,Cezayir Demokratik Halk Cumhuriyeti,Cezayir,tur
Algeria,عوامی جمہوری جمہوریہ الجزائر,الجزائر,urd
Algeria,阿尔及利亚人民民主共和国,阿尔及利亚,zho
Cook Islands,جزر كوك,جزر كوك,ara
Cook Islands,Inizi Cook,Inizi Cook,bre
Cook Islands,Cookovy ostrovy,Cookovy ostrovy,ces
Cook Islands,Ynysoedd Cook,Ynysoedd Cook,cym
Cook Islands,Cookinseln,Cookinseln,deu
Cook Islands,Cooki saared,Cooki saared,est
Cook Islands,Cookinsaaret,Cookinsaaret,fin
Cook Islands,Îles Cook,Îles Cook,fra
Cook Islands,Cook Islands,Cookovo Otočje,hrv
Cook Islands,Cook-szigetek,Cook-szigetek,hun
Cook Islands,Isole Cook,Isole Cook,ita
Cook Islands,クック諸島,クック諸島,jpn
Cook Islands,쿡 제도,쿡 제도,kor
Cook Islands,Cook eilanden,Cookeilanden,nld
Cook Islands,جزایر کوک,جزایر کوک,per
Cook Islands,Wyspy Cooka,Wyspy Cooka,pol
Cook Islands,Ilhas Cook,Ilhas Cook,por
Cook Islands,острова Кука,Острова Кука,rus
Cook Islands,Cookove ostrovy,Cookove ostrovy,slk
Cook Islands,Islas Cook,Islas Cook,spa
Cook Islands,Кукова Острва,Кукова Острва,srp
Cook Islands,Cooköarna,Cooköarna,swe
Cook Islands,Cook Adaları,Cook Adaları,tur
Cook Islands,جزائر کک,جزائر کک,urd
Cook Islands,库克群岛,库克群岛,zho
Burundi,جمهورية بوروندي,بوروندي,ara
Burundi,Republik Burundi,Burundi,bre
Burundi,Burundská republika,Burundi,ces
Burundi,Gweriniaeth Bwrwndi,Bwrwndi,cym
Burundi,Republik Burundi,Burundi,deu
Burundi,Burundi Vabariik,Burundi,est
Burundi,Burundin tasavalta,Burundi,fin
Burundi,République du Burundi,Burundi,fra
Burundi,Burundi,Burundi,hrv
Burundi,Burundi,Burundi,hun
Burundi,Repubblica del Burundi,Burundi,ita
Burundi,ブルンジ共和国,ブルンジ,jpn
Burundi,부룬디,부룬디,kor
Burundi,Republiek Burundi,Burundi,nld
Burundi,جمهوری بوروندی,بوروندی,per
Burundi,Republika Burundi,Burundi,pol
Burundi,República do Burundi,Burundi,por
Burundi,Республика Бурунди,Бурунди,rus
Burundi,Burundská republika,Burundi,slk
Burundi,República de Burundi,Burundi,spa
Burundi,Република Бурунди,Бурунди,srp
Burundi,Republiken Burundi,Burundi,swe
Burundi,Burundi Cumhuriyeti,Burundi,tur
Burundi,جمہوریہ برونڈی,برونڈی,urd
Burundi,布隆迪共和国,布隆迪,zho
Belarus,جمهورية بيلاروسيا,بيلاروسيا,ara
Belarus,Republik Belarus,Belarus,bre
Belarus,Běloruská republika,Bělorusko,ces
Belarus,Gweriniaeth Belarws,Belarws,cym
Belarus,Republik Belarus,Weißrussland,deu
Belarus,Valgevene Vabariik,Valgevene,est
Belarus,Valko-Venäjän tasavalta,Valko-Venäjä,fin
Belarus,République de Biélorussie,Biélorussie,fra
Belarus,Republika Bjelorusija,Bjelorusija,hrv
Belarus,Fehérorosz Köztársaság,Fehéroroszország,hun
Belarus,Repubblica di Belarus,Bielorussia,ita
Belarus,ベラルーシ共和国,ベラルーシ,jpn
Belarus,벨라루스 공화국,벨라루스,kor
Belarus,Republiek Belarus,Wit-Rusland,nld
Belarus,جمهوری بلاروس,بلاروس,per
Belarus,Republika Białorusi,Białoruś,pol
Belarus,República da Bielorrússia,Bielorússia,por
Belarus,Республика Беларусь,Беларусь,rus
Belarus,Bieloruská republika,Bielorusko,slk
Belarus,República de Belarús,Bielorrusia,spa
Belarus,Република Белорусија,Белорусија,srp
Belarus,Republiken Vitryssland,Belarus,swe
Belarus,Belarus Cumhuriyeti,Belarus,tur
Belarus,جمہوریہ بیلاروس,بیلاروس,urd
Belarus,白俄罗斯共和国,白俄罗斯,zho
North Korea,جمهورية كوريا الديمقراطية الشعبية,كوريا الشمالية,ara
North Korea,Republik Poblel ha Demokratel Korea,Korea an Norzh,bre
North Korea,Korejská lidově demokratická republika,Severní Korea,ces
North Korea,Democratic People's Republic of Korea,North Korea,cym
North Korea,Demokratische Volksrepublik Korea,Nordkorea,deu
North Korea,Korea Rahvademokraatlik Vabariik,Põhja-Korea,est
North Korea,Korean demokraattinen kansantasavalta,Pohjois-Korea,fin
North Korea,République populaire démocratique de Corée,Corée du Nord,fra
North Korea,Demokratska Narodna Republika Koreja,Sjeverna Koreja,hrv
North Korea,Koreai Népi Demokratikus Köztársaság,Észak-Korea,hun
North Korea,Repubblica democratica popolare di Corea,Corea del Nord,ita
North Korea,朝鮮民主主義人民共和国,朝鮮民主主義人民共和国,jpn
North Korea,조선민주주의인민공화국,조선,kor
North Korea,Democratische Volksrepubliek Korea,Noord-Korea,nld
North Korea,جمهوری دموکراتیک خلق کره,کُره شمالی,per
North Korea,Koreańska Republika Ludowo-Demokratyczna,Korea Północna,pol
North Korea,República Popular Democrática da Coreia,Coreia do Norte,por
North Korea,Корейская Народно-Демократическая Республика Корея,Северная Корея,rus
North Korea,Kórejská ľudovodemokratická republika,Severná Kórea,slk
North Korea,República Popular Democrática de Corea,Corea del Norte,spa
North Korea,Демократска Народна Република Кореја,Северна Кореја,srp
North Korea,Demokratiska Folkrepubliken Korea,Nordkorea,swe
North Korea,Kore Demokratik Halk Cumhuriyeti,Kuzey Kore,tur
North Korea,جمہوری عوامی جمہوریہ کوریا,شمالی کوریا,urd
North Korea,朝鲜人民民主共和国,朝鲜,zho
Saint Martin,سانت مارتن,سانت مارتن,ara
Saint Martin,Saint-Martin,Saint-Martin,bre
Saint Martin,Svatý Martin,Svatý Martin (Francie),ces
Saint Martin,Saint Martin,Saint Martin,cym
Saint Martin,Saint-Martin,Saint-Martin,deu
Saint Martin,Saint-Martini ühendus,Saint-Martin,est
Saint Martin,Saint-Martin,Saint-Martin,fin
Saint Martin,Saint-Martin,Saint-Martin,fra
Saint Martin,Saint Martin,Sveti Martin,hrv
Saint Martin,Saint-Martin Közösség,Saint-Martin,hun
Saint Martin,saint Martin,Saint Martin,ita
Saint Martin,サンマルタン島,サン・マルタン（フランス領）,jpn
Saint Martin,생마르탱,생마르탱,kor
Saint Martin,Saint Martin,Saint-Martin,nld
Saint Martin,سن مارتن,سن مارتن,per
Saint Martin,Wspólnota Saint-Martin,Saint-Martin,pol
Saint Martin,saint Martin,São Martinho,por
Saint Martin,Сен-Мартен,Сен-Мартен,rus
Saint Martin,Saint-Martin,Saint-Martin,slk
Saint Martin,Saint Martin,Saint Martin,spa
Saint Martin,Свети Мартин,Свети Мартин,srp
Saint Martin,Förvaltningsområdet Saint-Martin,Saint-Martin,swe
Saint Martin,Saint Martin,Saint Martin,tur
Saint Martin,سینٹ مارٹن,سینٹ مارٹن,urd
Saint Martin,圣马丁,圣马丁,zho
